,declaration_date,state,county,start_date,end_date,close_date,year
1972,03/14/2008,TX,Kaufman County,03/14/2008,09/01/2008,10/22/2012,2008
1973,03/14/2008,TX,Kendall County,03/14/2008,09/01/2008,10/22/2012,2008
1974,03/14/2008,TX,Kenedy County,03/14/2008,09/01/2008,10/22/2012,2008
1975,03/14/2008,TX,Kent County,03/14/2008,09/01/2008,10/22/2012,2008
1976,03/14/2008,TX,Kerr County,03/14/2008,09/01/2008,10/22/2012,2008
1977,03/14/2008,TX,Kimble County,03/14/2008,09/01/2008,10/22/2012,2008
1978,03/14/2008,TX,King County,03/14/2008,09/01/2008,10/22/2012,2008
1979,03/14/2008,TX,Kinney County,03/14/2008,09/01/2008,10/22/2012,2008
1980,03/14/2008,TX,Kleberg County,03/14/2008,09/01/2008,10/22/2012,2008
1981,03/14/2008,TX,Knox County,03/14/2008,09/01/2008,10/22/2012,2008
1982,03/14/2008,TX,Lamar County,03/14/2008,09/01/2008,10/22/2012,2008
1983,03/14/2008,TX,Lamb County,03/14/2008,09/01/2008,10/22/2012,2008
1984,03/14/2008,TX,Lampasas County,03/14/2008,09/01/2008,10/22/2012,2008
1985,03/14/2008,TX,La Salle County,03/14/2008,09/01/2008,10/22/2012,2008
1986,03/14/2008,TX,Lee County,03/14/2008,09/01/2008,10/22/2012,2008
1987,03/14/2008,TX,Leon County,03/14/2008,09/01/2008,10/22/2012,2008
1988,03/14/2008,TX,Liberty County,03/14/2008,09/01/2008,10/22/2012,2008
1989,03/14/2008,TX,Limestone County,03/14/2008,09/01/2008,10/22/2012,2008
1990,03/14/2008,TX,Lipscomb County,03/14/2008,09/01/2008,10/22/2012,2008
1991,03/14/2008,TX,Live Oak County,03/14/2008,09/01/2008,10/22/2012,2008
1992,03/14/2008,TX,Llano County,03/14/2008,09/01/2008,10/22/2012,2008
1993,03/14/2008,TX,Loving County,03/14/2008,09/01/2008,10/22/2012,2008
1994,03/14/2008,TX,Lubbock County,03/14/2008,09/01/2008,10/22/2012,2008
1995,03/14/2008,TX,Lynn County,03/14/2008,09/01/2008,10/22/2012,2008
1996,03/14/2008,TX,McCulloch County,03/14/2008,09/01/2008,10/22/2012,2008
1997,03/14/2008,TX,McLennan County,03/14/2008,09/01/2008,10/22/2012,2008
1998,03/14/2008,TX,McMullen County,03/14/2008,09/01/2008,10/22/2012,2008
1999,03/14/2008,TX,Madison County,03/14/2008,09/01/2008,10/22/2012,2008
2000,03/14/2008,TX,Martin County,03/14/2008,09/01/2008,10/22/2012,2008
2001,03/14/2008,TX,Mason County,03/14/2008,09/01/2008,10/22/2012,2008
2002,03/14/2008,TX,Maverick County,03/14/2008,09/01/2008,10/22/2012,2008
2003,03/14/2008,TX,Medina County,03/14/2008,09/01/2008,10/22/2012,2008
2004,03/14/2008,TX,Menard County,03/14/2008,09/01/2008,10/22/2012,2008
2005,03/14/2008,TX,Midland County,03/14/2008,09/01/2008,10/22/2012,2008
2006,03/14/2008,TX,Milam County,03/14/2008,09/01/2008,10/22/2012,2008
2007,03/14/2008,TX,Mills County,03/14/2008,09/01/2008,10/22/2012,2008
2008,03/14/2008,TX,Mitchell County,03/14/2008,09/01/2008,10/22/2012,2008
2009,03/14/2008,TX,Montague County,03/14/2008,09/01/2008,10/22/2012,2008
2010,03/14/2008,TX,Montgomery County,03/14/2008,09/01/2008,10/22/2012,2008
2011,03/14/2008,TX,Moore County,03/14/2008,09/01/2008,10/22/2012,2008
2012,03/14/2008,TX,Motley County,03/14/2008,09/01/2008,10/22/2012,2008
2013,03/14/2008,TX,Navarro County,03/14/2008,09/01/2008,10/22/2012,2008
2014,03/14/2008,TX,Newton County,03/14/2008,09/01/2008,10/22/2012,2008
2015,03/14/2008,TX,Nolan County,03/14/2008,09/01/2008,10/22/2012,2008
2016,03/14/2008,TX,Nueces County,03/14/2008,09/01/2008,10/22/2012,2008
2017,03/14/2008,TX,Ochiltree County,03/14/2008,09/01/2008,10/22/2012,2008
2018,03/14/2008,TX,Oldham County,03/14/2008,09/01/2008,10/22/2012,2008
2019,03/14/2008,TX,Orange County,03/14/2008,09/01/2008,10/22/2012,2008
2020,03/14/2008,TX,Palo Pinto County,03/14/2008,09/01/2008,10/22/2012,2008
2021,03/14/2008,TX,Panola County,03/14/2008,09/01/2008,10/22/2012,2008
2022,03/14/2008,TX,Parker County,03/14/2008,09/01/2008,10/22/2012,2008
2023,03/14/2008,TX,Parmer County,03/14/2008,09/01/2008,10/22/2012,2008
2024,03/14/2008,TX,Pecos County,03/14/2008,09/01/2008,10/22/2012,2008
2025,03/14/2008,TX,Potter County,03/14/2008,09/01/2008,10/22/2012,2008
2026,03/14/2008,TX,Presidio County,03/14/2008,09/01/2008,10/22/2012,2008
2027,03/14/2008,TX,Rains County,03/14/2008,09/01/2008,10/22/2012,2008
2028,03/14/2008,TX,Randall County,03/14/2008,09/01/2008,10/22/2012,2008
2029,03/14/2008,TX,Reagan County,03/14/2008,09/01/2008,10/22/2012,2008
2030,03/14/2008,TX,Real County,03/14/2008,09/01/2008,10/22/2012,2008
2031,03/14/2008,TX,Red River County,03/14/2008,09/01/2008,10/22/2012,2008
2032,03/14/2008,TX,Reeves County,03/14/2008,09/01/2008,10/22/2012,2008
2033,03/14/2008,TX,Refugio County,03/14/2008,09/01/2008,10/22/2012,2008
2034,03/14/2008,TX,Roberts County,03/14/2008,09/01/2008,10/22/2012,2008
2035,03/14/2008,TX,Robertson County,03/14/2008,09/01/2008,10/22/2012,2008
2036,03/14/2008,TX,Rockwall County,03/14/2008,09/01/2008,10/22/2012,2008
2037,03/14/2008,TX,Runnels County,03/14/2008,09/01/2008,10/22/2012,2008
2038,03/14/2008,TX,Rusk County,03/14/2008,09/01/2008,10/22/2012,2008
2039,03/14/2008,TX,Sabine County,03/14/2008,09/01/2008,10/22/2012,2008
2040,03/14/2008,TX,San Patricio County,03/14/2008,09/01/2008,10/22/2012,2008
2041,03/14/2008,TX,San Saba County,03/14/2008,09/01/2008,10/22/2012,2008
2042,03/14/2008,TX,Schleicher County,03/14/2008,09/01/2008,10/22/2012,2008
2043,03/14/2008,TX,Scurry County,03/14/2008,09/01/2008,10/22/2012,2008
2044,03/14/2008,TX,Shackelford County,03/14/2008,09/01/2008,10/22/2012,2008
2045,03/14/2008,TX,Sherman County,03/14/2008,09/01/2008,10/22/2012,2008
2046,03/14/2008,TX,Smith County,03/14/2008,09/01/2008,10/22/2012,2008
2047,03/14/2008,TX,Somervell County,03/14/2008,09/01/2008,10/22/2012,2008
2048,03/14/2008,TX,Starr County,03/14/2008,09/01/2008,10/22/2012,2008
2049,03/14/2008,TX,Stephens County,03/14/2008,09/01/2008,10/22/2012,2008
2050,03/14/2008,TX,Sterling County,03/14/2008,09/01/2008,10/22/2012,2008
2051,03/14/2008,TX,Stonewall County,03/14/2008,09/01/2008,10/22/2012,2008
2052,03/14/2008,TX,Sutton County,03/14/2008,09/01/2008,10/22/2012,2008
2053,03/14/2008,TX,Swisher County,03/14/2008,09/01/2008,10/22/2012,2008
2054,03/14/2008,TX,Tarrant County,03/14/2008,09/01/2008,10/22/2012,2008
2055,03/14/2008,TX,Taylor County,03/14/2008,09/01/2008,10/22/2012,2008
2056,03/14/2008,TX,Terrell County,03/14/2008,09/01/2008,10/22/2012,2008
2057,03/14/2008,TX,Terry County,03/14/2008,09/01/2008,10/22/2012,2008
2058,03/14/2008,TX,Throckmorton County,03/14/2008,09/01/2008,10/22/2012,2008
2059,03/14/2008,TX,Titus County,03/14/2008,09/01/2008,10/22/2012,2008
2060,03/14/2008,TX,Tom Green County,03/14/2008,09/01/2008,10/22/2012,2008
2061,03/14/2008,TX,Travis County,03/14/2008,09/01/2008,10/22/2012,2008
2062,03/14/2008,TX,Tyler County,03/14/2008,09/01/2008,10/22/2012,2008
2063,03/14/2008,TX,Upshur County,03/14/2008,09/01/2008,10/22/2012,2008
2064,03/14/2008,TX,Upton County,03/14/2008,09/01/2008,10/22/2012,2008
2065,03/14/2008,TX,Uvalde County,03/14/2008,09/01/2008,10/22/2012,2008
2066,03/14/2008,TX,Val Verde County,03/14/2008,09/01/2008,10/22/2012,2008
2067,03/14/2008,TX,Van Zandt County,03/14/2008,09/01/2008,10/22/2012,2008
2068,03/14/2008,TX,Walker County,03/14/2008,09/01/2008,10/22/2012,2008
2069,03/14/2008,TX,Waller County,03/14/2008,09/01/2008,10/22/2012,2008
2070,03/14/2008,TX,Ward County,03/14/2008,09/01/2008,10/22/2012,2008
2071,03/14/2008,TX,Washington County,03/14/2008,09/01/2008,10/22/2012,2008
2072,03/14/2008,TX,Webb County,03/14/2008,09/01/2008,10/22/2012,2008
2073,03/14/2008,TX,Wheeler County,03/14/2008,09/01/2008,10/22/2012,2008
2074,03/14/2008,TX,Wichita County,03/14/2008,09/01/2008,10/22/2012,2008
2075,03/14/2008,TX,Wilbarger County,03/14/2008,09/01/2008,10/22/2012,2008
2076,03/14/2008,TX,Willacy County,03/14/2008,09/01/2008,10/22/2012,2008
2077,03/14/2008,TX,Williamson County,03/14/2008,09/01/2008,10/22/2012,2008
2078,03/14/2008,TX,Wilson County,03/14/2008,09/01/2008,10/22/2012,2008
2079,03/14/2008,TX,Winkler County,03/14/2008,09/01/2008,10/22/2012,2008
2080,03/14/2008,TX,Wise County,03/14/2008,09/01/2008,10/22/2012,2008
2081,03/14/2008,TX,Wood County,03/14/2008,09/01/2008,10/22/2012,2008
2082,03/14/2008,TX,Yoakum County,03/14/2008,09/01/2008,10/22/2012,2008
2083,03/14/2008,TX,Young County,03/14/2008,09/01/2008,10/22/2012,2008
2084,03/14/2008,TX,Zapata County,03/14/2008,09/01/2008,10/22/2012,2008
2085,03/14/2008,TX,Zavala County,03/14/2008,09/01/2008,10/22/2012,2008
2086,03/15/2008,TX,Dimmit County,03/15/2008,03/18/2008,09/13/2012,2008
2087,03/15/2008,TX,La Salle County,03/15/2008,03/18/2008,09/13/2012,2008
2088,03/19/2008,TX,Brooks County,03/19/2008,03/23/2008,09/13/2012,2008
2089,03/19/2008,TX,Brooks County,03/18/2008,03/23/2008,09/13/2012,2008
2090,03/21/2008,OK,Woodward County,03/21/2008,,04/09/2010,2008
2091,03/27/2008,TX,Howard County,03/27/2008,03/31/2008,09/13/2012,2008
2092,03/31/2008,TX,Howard County,03/31/2008,04/04/2008,09/13/2012,2008
2093,04/10/2008,TX,Andrews County,04/10/2008,04/14/2008,09/13/2012,2008
2094,04/15/2008,CO,Crowley County,04/15/2008,04/17/2008,02/25/2010,2008
2095,04/16/2008,TX,Jim Hogg County,04/16/2008,04/18/2008,09/13/2012,2008
2096,04/21/2008,NM,Torrance County,04/21/2008,07/02/2008,06/23/2011,2008
2097,04/27/2008,CA,Los Angeles County,04/26/2008,05/02/2008,09/29/2011,2008
2098,05/01/2008,TX,Martin County,05/01/2008,05/04/2008,09/13/2012,2008
2099,05/01/2008,TX,Midland County,05/01/2008,05/04/2008,09/13/2012,2008
2100,05/12/2008,FL,Brevard County,05/11/2008,,06/08/2011,2008
2101,05/22/2008,CA,Santa Clara County,05/22/2008,05/28/2008,10/05/2010,2008
2102,05/22/2008,CA,Santa Cruz County,05/22/2008,05/28/2008,10/05/2010,2008
2103,06/03/2008,TX,Bell County,06/03/2008,06/03/2008,09/13/2012,2008
2104,06/04/2008,TX,Jeff Davis County,06/04/2008,06/04/2008,09/13/2012,2008
2105,06/04/2008,TX,Presidio County,06/04/2008,06/04/2008,09/13/2012,2008
2106,06/05/2008,OK,Kiowa County,06/05/2008,06/05/2008,07/10/2012,2008
2107,06/10/2008,CA,Butte County,06/10/2008,06/13/2008,09/29/2011,2008
2108,06/11/2008,CA,Santa Cruz County,06/11/2008,06/17/2008,10/05/2010,2008
2109,06/11/2008,CA,Butte County,06/11/2008,06/18/2008,10/05/2010,2008
2110,06/13/2008,NC,Hyde County,06/13/2008,,09/27/2013,2008
2111,06/13/2008,NC,Tyrrell County,06/13/2008,,09/27/2013,2008
2112,06/13/2008,NC,Washington County,06/13/2008,,09/27/2013,2008
2113,06/16/2008,TX,Brown County,06/16/2008,06/19/2008,09/13/2012,2008
2114,06/20/2008,CA,Santa Cruz County,06/20/2008,,03/16/2009,2008
2115,06/22/2008,CA,Napa County,06/21/2008,,10/05/2011,2008
2116,06/22/2008,CA,Solano County,06/21/2008,,10/05/2011,2008
2117,06/25/2008,NM,Torrance County,06/25/2008,06/25/2008,06/02/2011,2008
2118,06/27/2008,CO,Park County,06/24/2008,,05/04/2011,2008
2119,06/27/2008,CO,Teller County,06/24/2008,,05/04/2011,2008
2120,06/28/2008,CA,Hoopa Valley Indian Reservation,06/20/2008,08/20/2008,05/11/2015,2008
2121,06/28/2008,CA,Yurok Indian Reservation,06/20/2008,08/20/2008,05/11/2015,2008
2122,06/28/2008,CA,Butte County,06/20/2008,08/20/2008,05/11/2015,2008
2123,06/28/2008,CA,Kern County,06/20/2008,08/20/2008,05/11/2015,2008
2124,06/28/2008,CA,Mariposa County,06/20/2008,08/20/2008,05/11/2015,2008
2125,06/28/2008,CA,Mendocino County,06/20/2008,08/20/2008,05/11/2015,2008
2126,06/28/2008,CA,Monterey County,06/20/2008,08/20/2008,05/11/2015,2008
2127,06/28/2008,CA,Plumas County,06/20/2008,08/20/2008,05/11/2015,2008
2128,06/28/2008,CA,Santa Barbara County,06/20/2008,08/20/2008,05/11/2015,2008
2129,06/28/2008,CA,Santa Clara County,06/20/2008,08/20/2008,05/11/2015,2008
2130,06/28/2008,CA,Santa Cruz County,06/20/2008,08/20/2008,05/11/2015,2008
2131,06/28/2008,CA,Shasta County,06/20/2008,08/20/2008,05/11/2015,2008
2132,06/28/2008,CA,Trinity County,06/20/2008,08/20/2008,05/11/2015,2008
2133,06/29/2008,AZ,Yavapai County,06/29/2008,07/05/2008,10/28/2010,2008
2134,07/04/2008,CA,Monterey County,07/04/2008,,03/16/2009,2008
2135,07/04/2008,CA,Santa Barbara County,07/03/2008,,03/16/2009,2008
2136,07/08/2008,CA,Butte County,06/21/2008,,03/16/2009,2008
2137,07/11/2008,WA,Douglas County,07/10/2008,07/18/2008,01/10/2011,2008
2138,07/11/2008,WA,Spokane County,07/10/2008,07/19/2008,01/10/2011,2008
2139,08/07/2008,TX,Williamson County,08/07/2008,08/14/2008,09/13/2012,2008
2140,09/02/2008,CA,Placer County,09/01/2008,09/03/2008,09/29/2011,2008
2141,09/17/2008,OR,Klamath County,09/16/2008,,05/30/2012,2008
2142,10/12/2008,CA,Los Angeles County,10/12/2008,10/17/2008,10/06/2011,2008
2143,10/13/2008,CA,Los Angeles County,10/13/2008,10/19/2008,09/29/2011,2008
2144,11/14/2008,CA,Santa Barbara County,11/13/2008,,04/28/2009,2008
2145,11/15/2008,CA,Los Angeles County,11/15/2008,11/20/2008,10/06/2011,2008
2146,11/15/2008,CA,Orange County,11/15/2008,11/20/2008,10/06/2011,2008
2147,11/15/2008,CA,Riverside County,11/15/2008,11/20/2008,10/06/2011,2008
2148,11/15/2008,CA,San Bernardino County,11/15/2008,11/20/2008,10/06/2011,2008
2149,11/15/2008,CA,Los Angeles County,11/14/2008,,04/28/2009,2008
2150,11/18/2008,CA,Los Angeles County,11/13/2008,11/28/2008,,2008
2151,11/18/2008,CA,Orange County,11/13/2008,11/28/2008,,2008
2152,11/18/2008,CA,Riverside County,11/13/2008,11/28/2008,,2008
2153,11/18/2008,CA,Santa Barbara County,11/13/2008,11/28/2008,,2008
2154,01/07/2009,CO,Boulder County,01/07/2009,,10/06/2010,2009
2155,02/25/2009,TX,Callahan County,02/25/2009,03/04/2009,06/11/2013,2009
2156,02/27/2009,TX,Taylor County,02/27/2009,03/08/2009,06/11/2013,2009
2157,02/28/2009,TX,Bastrop County,02/28/2009,03/12/2009,06/11/2013,2009
2158,03/03/2009,TX,,03/03/2009,03/18/2009,06/11/2013,2009
2159,03/05/2009,OK,,03/05/2009,,07/10/2012,2009
2160,03/05/2009,TX,Taylor County,03/05/2009,03/10/2009,06/11/2013,2009
2161,03/20/2009,TX,Midland County,03/20/2009,03/22/2009,06/11/2013,2009
2162,04/03/2009,TX,Live Oak County,04/02/2009,04/05/2009,06/11/2013,2009
2163,04/04/2009,TX,Wheeler County,04/04/2009,04/12/2009,06/11/2013,2009
2164,04/05/2009,TX,Aransas County,04/05/2009,04/07/2009,06/11/2013,2009
2165,04/07/2009,TX,Callahan County,04/07/2009,04/12/2009,06/11/2013,2009
2166,04/10/2009,TX,Hamilton County,04/09/2009,04/11/2009,01/14/2014,2009
2167,04/10/2009,TX,Palo Pinto County,04/09/2009,04/16/2009,06/11/2013,2009
2168,04/10/2009,OK,Payne County,04/13/2009,,04/01/2013,2009
2169,04/10/2009,OK,Stephens County,04/09/2009,,04/01/2013,2009
2170,04/10/2009,OK,Carter County,04/09/2009,,07/26/2012,2009
2171,04/10/2009,TX,Stephens County,04/09/2009,04/16/2009,06/11/2013,2009
2172,04/10/2009,OK,McClain County,04/09/2009,,07/26/2012,2009
2173,04/10/2009,OK,Oklahoma County,04/09/2009,,07/26/2012,2009
2174,04/10/2009,TX,,04/09/2009,04/16/2009,12/31/2013,2009
2175,04/10/2009,TX,Bastrop County,04/09/2009,04/16/2009,12/31/2013,2009
2176,04/10/2009,TX,Wichita County,04/09/2009,04/14/2009,06/11/2013,2009
2177,04/23/2009,SC,Horry County,04/23/2009,,12/30/2015,2009
2178,05/06/2009,CA,Santa Barbara County,05/05/2009,05/22/2009,09/29/2011,2009
2179,05/07/2009,NM,Otero County,05/06/2009,05/14/2009,02/06/2012,2009
2180,05/12/2009,FL,Martin County,05/11/2009,,12/17/2012,2009
2181,05/14/2009,AK,Kenai Peninsula Borough,05/12/2009,05/20/2009,11/01/2011,2009
2182,05/18/2009,AZ,Cochise County,05/18/2009,05/20/2009,05/09/2011,2009
2183,06/19/2009,OK,Carter County,04/09/2009,04/12/2009,,2009
2184,06/19/2009,OK,Cleveland County,04/09/2009,04/12/2009,,2009
2185,06/19/2009,OK,Grady County,04/09/2009,04/12/2009,,2009
2186,06/19/2009,OK,Lincoln County,04/09/2009,04/12/2009,,2009
2187,06/19/2009,OK,McClain County,04/09/2009,04/12/2009,,2009
2188,06/19/2009,OK,Murray County,04/09/2009,04/12/2009,,2009
2189,06/19/2009,OK,Oklahoma County,04/09/2009,04/12/2009,,2009
2190,06/19/2009,OK,Payne County,04/09/2009,04/12/2009,,2009
2191,06/19/2009,OK,Stephens County,04/09/2009,04/12/2009,,2009
2192,07/17/2009,NV,Washoe County,07/15/2009,07/20/2009,05/03/2011,2009
2193,07/29/2009,WA,Chelan County,07/28/2009,08/02/2009,05/16/2011,2009
2194,08/13/2009,CA,Santa Cruz County,08/12/2009,08/23/2009,09/29/2011,2009
2195,08/15/2009,CA,Nevada County,08/14/2009,08/21/2009,09/29/2011,2009
2196,08/15/2009,CA,Yuba County,08/14/2009,08/21/2009,09/29/2011,2009
2197,08/22/2009,WA,Benton County,08/21/2009,08/25/2009,05/16/2011,2009
2198,08/22/2009,WA,Yakima County,08/21/2009,08/25/2009,05/16/2011,2009
2199,08/22/2009,WA,Okanogan County,08/21/2009,08/26/2009,05/16/2011,2009
2200,08/28/2009,CA,Los Angeles County,08/27/2009,09/25/2009,10/06/2011,2009
2201,08/28/2009,OR,Hood River County,08/28/2009,09/01/2009,05/30/2012,2009
2202,08/28/2009,OR,Wasco County,08/28/2009,09/01/2009,05/30/2012,2009
2203,08/28/2009,CA,Los Angeles County,08/27/2009,08/29/2009,10/06/2011,2009
2204,08/30/2009,UT,Washington County,07/25/2009,,01/19/2011,2009
2205,08/31/2009,AZ,Gila County,08/30/2009,09/05/2009,05/09/2011,2009
2206,08/31/2009,HI,Maui County,08/29/2009,09/07/2009,06/05/2012,2009
2207,08/31/2009,CA,San Bernardino County,08/30/2009,09/08/2009,09/29/2011,2009
2208,08/31/2009,CA,Placer County,08/30/2009,09/04/2009,10/07/2011,2009
2209,09/01/2009,CA,San Bernardino County,08/31/2009,09/05/2009,09/29/2011,2009
2210,09/04/2009,MT,Stillwater County,09/03/2009,09/05/2009,01/22/2015,2009
2211,09/22/2009,CA,Ventura County,09/22/2009,09/29/2009,10/07/2011,2009
2212,09/22/2009,OR,Jackson County,09/21/2009,09/24/2009,,2009
2213,10/03/2009,AZ,Coconino County,10/02/2009,10/08/2009,11/18/2010,2009
2214,10/04/2009,CA,San Bernardino County,10/03/2009,10/09/2009,10/07/2011,2009
2215,10/24/2009,PR,Bayamon Municipio,10/23/2009,10/26/2009,11/02/2015,2009
2216,10/24/2009,PR,Catano Municipio,10/23/2009,10/26/2009,11/02/2015,2009
2217,10/24/2009,PR,Guaynabo Municipio,10/23/2009,10/26/2009,11/02/2015,2009
2218,10/24/2009,PR,San Juan Municipio,10/23/2009,10/26/2009,11/02/2015,2009
2219,10/24/2009,PR,Toa Baja Municipio,10/23/2009,10/26/2009,11/02/2015,2009
2220,05/24/2010,NM,Sandoval County,05/23/2010,,03/20/2012,2010
2221,06/02/2010,NM,Sandoval County,06/01/2010,,03/20/2012,2010
2222,06/09/2010,HI,Maui County,06/08/2010,06/13/2010,01/08/2013,2010
2223,06/19/2010,AZ,Coconino County,06/19/2010,06/30/2010,10/07/2011,2010
2224,06/20/2010,AZ,Coconino County,06/20/2010,06/26/2010,11/17/2011,2010
2225,07/01/2010,NV,Clark County,07/01/2010,07/06/2010,05/03/2011,2010
2226,07/19/2010,WA,Yakima County,07/18/2010,07/21/2010,08/28/2013,2010
2227,07/27/2010,CA,Kern County,07/26/2010,07/30/2010,11/27/2012,2010
2228,07/28/2010,CA,Kern County,07/27/2010,08/02/2010,11/27/2012,2010
2229,07/30/2010,CA,Los Angeles County,07/29/2010,08/03/2010,11/27/2012,2010
2230,08/24/2010,CA,Kern County,08/24/2010,08/29/2010,11/27/2012,2010
2231,08/26/2010,ID,Valley County,08/26/2010,09/03/2010,06/12/2012,2010
2232,08/27/2010,WA,Stevens County,08/26/2010,08/31/2010,06/12/2012,2010
2233,09/06/2010,CO,Boulder County,09/06/2010,09/17/2010,08/07/2012,2010
2234,09/10/2010,CA,San Mateo County,09/09/2010,09/11/2010,11/27/2012,2010
2235,09/12/2010,CO,Larimer County,09/12/2010,09/17/2010,11/23/2012,2010
2236,09/15/2010,CA,Kern County,09/14/2010,09/20/2010,11/27/2012,2010
2237,09/19/2010,UT,Salt Lake County,09/19/2010,,09/06/2012,2010
2238,02/20/2011,VA,Warren County,02/19/2011,,08/31/2011,2011
2239,02/20/2011,VA,Rockingham County,02/19/2011,,08/31/2011,2011
2240,02/27/2011,TX,Randall County,02/27/2011,,02/04/2014,2011
2241,02/27/2011,TX,Motley County,02/27/2011,,02/04/2014,2011
2242,02/27/2011,TX,Potter County,02/27/2011,,02/04/2014,2011
2243,02/28/2011,TX,Mitchell County,02/27/2011,,02/04/2014,2011
2244,03/08/2011,NM,Grant County,03/07/2011,03/11/2011,04/22/2014,2011
2245,03/11/2011,OK,Oklahoma County,03/11/2011,03/14/2011,01/29/2015,2011
2246,03/11/2011,OK,Oklahoma County,03/11/2011,03/14/2011,03/25/2015,2011
2247,03/11/2011,TX,Jack County,03/11/2011,03/17/2011,04/06/2015,2011
2248,03/12/2011,OK,Pottawatomie County,03/12/2011,03/15/2011,01/29/2015,2011
2249,03/12/2011,OK,McClain County,03/12/2011,03/15/2011,01/29/2015,2011
2250,03/12/2011,TX,Bosque County,03/11/2011,03/17/2011,12/16/2014,2011
2251,03/12/2011,TX,Somervell County,03/11/2011,03/17/2011,12/16/2014,2011
2252,03/21/2011,CO,Jefferson County,03/21/2011,03/26/2011,08/14/2013,2011
2253,03/24/2011,OK,Osage County,03/24/2011,03/27/2011,01/29/2015,2011
2254,03/25/2011,GA,Long County,03/25/2011,04/25/2011,05/31/2016,2011
2255,03/25/2011,GA,Coffee County,03/24/2011,,05/31/2016,2011
2256,04/03/2011,TX,Ector County,04/03/2011,04/06/2011,11/18/2014,2011
2257,04/03/2011,TX,Midland County,04/03/2011,04/06/2011,11/18/2014,2011
2258,04/03/2011,NM,Bernalillo County,04/03/2011,04/20/2011,07/08/2013,2011
2259,04/03/2011,NM,Lincoln County,04/03/2011,04/20/2011,07/08/2013,2011
2260,04/03/2011,OK,Texas County,04/03/2011,04/05/2011,01/29/2015,2011
2261,04/03/2011,KS,Haskell County,04/03/2011,04/04/2011,05/21/2012,2011
2262,04/03/2011,KS,Stevens County,04/03/2011,04/04/2011,05/21/2012,2011
2263,04/03/2011,CO,Larimer County,04/03/2011,04/11/2011,11/07/2014,2011
2264,04/05/2011,TX,Webb County,04/04/2011,04/08/2011,12/16/2014,2011
2265,04/06/2011,OK,Oklahoma County,04/06/2011,04/09/2011,03/25/2015,2011
2266,04/09/2011,TX,Midland County,04/09/2011,04/20/2011,11/13/2014,2011
2267,04/09/2011,TX,Jeff Davis County,04/09/2011,05/15/2011,04/28/2015,2011
2268,04/09/2011,TX,Presidio County,04/09/2011,05/15/2011,04/28/2015,2011
2269,04/09/2011,TX,King County,04/06/2011,04/23/2011,03/31/2015,2011
2270,04/09/2011,TX,Knox County,04/06/2011,04/23/2011,03/31/2015,2011
2271,04/09/2011,TX,Stonewall County,04/06/2011,04/23/2011,03/31/2015,2011
2272,04/10/2011,OK,Pawnee County,04/09/2011,04/12/2011,01/29/2015,2011
2273,04/15/2011,TX,Coke County,04/11/2011,05/04/2011,04/23/2015,2011
2274,04/15/2011,TX,Tom Green County,04/11/2011,05/04/2011,04/23/2015,2011
2275,04/15/2011,TX,Wichita County,04/15/2011,04/20/2011,11/13/2014,2011
2276,04/15/2011,OK,Comanche County,04/15/2011,04/19/2011,01/29/2015,2011
2277,04/15/2011,TX,Fisher County,04/11/2011,04/23/2011,04/28/2015,2011
2278,04/15/2011,TX,Kent County,04/11/2011,04/23/2011,04/28/2015,2011
2279,04/15/2011,TX,Stonewall County,04/11/2011,04/23/2011,04/28/2015,2011
2280,04/15/2011,TX,Palo Pinto County,04/13/2011,05/12/2011,05/26/2015,2011
2281,04/15/2011,TX,Stephens County,04/13/2011,05/12/2011,05/26/2015,2011
2282,04/15/2011,TX,Young County,04/13/2011,05/12/2011,05/26/2015,2011
2283,04/16/2011,TX,Palo Pinto County,04/16/2011,05/04/2011,02/04/2014,2011
2284,04/16/2011,TX,Stephens County,04/16/2011,05/04/2011,02/04/2014,2011
2285,04/16/2011,TX,Young County,04/16/2011,05/04/2011,02/04/2014,2011
2286,04/16/2011,TX,Eastland County,04/15/2011,04/18/2011,11/18/2014,2011
2287,04/16/2011,TX,Palo Pinto County,04/09/2011,05/12/2011,02/04/2014,2011
2288,04/16/2011,TX,Stephens County,04/09/2011,05/12/2011,02/04/2014,2011
2289,04/16/2011,TX,Young County,04/09/2011,05/12/2011,02/04/2014,2011
2290,04/17/2011,TX,Travis County,04/17/2011,04/19/2011,12/16/2014,2011
2291,04/17/2011,NM,Curry County,04/17/2011,04/21/2011,04/22/2014,2011
2292,04/17/2011,NM,Roosevelt County,04/17/2011,04/21/2011,04/22/2014,2011
2293,04/17/2011,TX,Jack County,04/15/2011,04/22/2011,11/18/2014,2011
2294,04/21/2011,TX,Clay County,04/14/2011,04/17/2011,11/18/2014,2011
2295,04/22/2011,NE,Thomas County,04/22/2011,,10/11/2012,2011
2296,04/27/2011,FL,Collier County,04/26/2011,05/31/2011,01/11/2016,2011
2297,04/27/2011,TX,Ector County,04/26/2011,05/04/2011,12/16/2014,2011
2298,04/29/2011,TX,Kimble County,04/26/2011,05/14/2011,03/31/2015,2011
2299,04/30/2011,TX,Archer County,04/29/2011,05/01/2011,12/16/2014,2011
2300,04/30/2011,TX,Wichita County,04/29/2011,05/01/2011,12/16/2014,2011
2301,04/30/2011,TX,Wilbarger County,04/29/2011,05/01/2011,11/18/2014,2011
